name,url,source,functions,application,notes,model,prompt_tokens,completion_tokens
,https://materialdistrict.com/material/cyalith/,calcium carbonate,produce-materials; avoid-firing; reduce-carbon-footprint; create-decorative-tiles,decorative ceramic tile alternatives,External knowledge about bio-based materials and sustainability was used.,gpt-4o-mini,893,73
,https://materialdistrict.com/material/cyclin/,cellulose fibres,reduce-reverberation times; prevent-noise entry; contribute-energy efficiency; participate-carbon sequestration,acoustic insulation panels for indoor environments,External knowledge about acoustic panels and insulation was used.,gpt-4o-mini,1055,77
,https://materialdistrict.com/material/d-carb-white-cement/,white cement,reduce CO₂ emissions; maintain early strength; deliver rheological properties; ensure smooth finishes,self-compacting concrete mix,External knowledge about concrete applications was used.,gpt-4o-mini,909,68
,https://materialdistrict.com/material/d-ko-expanded-metal/,steel,provide-structure; enhance-durability; allow-customization,custom metal panels for building finishing,External knowledge on building materials and their applications was used.,gpt-4o-mini,694,64
,https://materialdistrict.com/material/d-sign-weave/,stainless steel,weaving technique; custom made; strong panels,stainless steel finishing panels in buildings,External knowledge used to identify the application based on the description.,gpt-4o-mini,702,64
,https://materialdistrict.com/material/d2w/,plastic,make biodegradable; address plastic waste; fall into pieces; be bioassimilated,biodegradable shopping bags,Used external knowledge about biodegradable plastics to define the application.,gpt-4o-mini,843,68
,https://materialdistrict.com/material/d3o-mesh/,polymer,absorb-impact; provide-flexibility; enhance-breathability,protective sports padding,External knowledge about impact-absorbing materials was used.,gpt-4o-mini,787,63
,https://materialdistrict.com/material/dacryl/,Dacryl,provide transparency; offer shock resistance; resist water; resist chemicals,transparent safety glazing panels,External knowledge about the properties of Dacryl was used to identify the application.,gpt-4o-mini,732,72
,https://materialdistrict.com/material/daemwool/,wool,insulate-rooms; protect-against overheating; neutralise-harmful gasses; provide-acoustic insulation; resist-fire,roof and ceiling insulation,External knowledge about insulation applications was used.,gpt-4o-mini,872,78
,https://materialdistrict.com/material/dakota-burl/,Wood,provide aesthetic; allow staining; mimic traditional wood,decorative wall panels,External knowledge used to identify the application as decorative wall panels based on the material's properties and description.,gpt-4o-mini,714,69
,https://materialdistrict.com/material/dalsouple/,rubber,offer design flexibility; provide colour variety; enable customisation; support interlocking installation,interlocking floor tiles for indoor spaces,External knowledge about flooring applications was used.,gpt-4o-mini,769,68
,https://materialdistrict.com/material/damasco/,glass,create effects; enrich aesthetics; laminate sheets,decorative wall panels,The application is derived from the description of the material's use in indoor settings and its decorative properties.,gpt-4o-mini,708,68
,https://materialdistrict.com/material/dapple-smile-plastics/,recycled plastic,create-sheets; add-colour; recycle-containers,recycled plastic sheets for interior design,External knowledge about the use of recycled plastics in design was utilized.,gpt-4o-mini,743,68
,https://materialdistrict.com/material/daylight-panels/,corrugated iron,block-view; let-daylight-pass,rear wall panels for retail spaces,The application is derived from the specific use case described in the text.,gpt-4o-mini,745,61
,https://materialdistrict.com/material/dchirer/,ceramic,provide-flooring; create-wall-covering; offer-decorative-patterns,large-format hexagonal wall tiles,The application is derived from the description of the product as wall tiles with unique shapes and designs.,gpt-4o-mini,750,75
,https://materialdistrict.com/material/decafe/,coffee grounds,create-composite material; provide-aroma; resist-heat; enhance-design,decorative lamp resembling a coffee cup,External knowledge about composite materials and design applications was used.,gpt-4o-mini,885,72
,https://materialdistrict.com/material/decalised-glass/,glass,decorate-object; insert-pigments; enhance-durability; facilitate-cleaning,decorative glass panels for interiors,External knowledge about glass applications was used.,gpt-4o-mini,717,69
,https://materialdistrict.com/material/decallisation/,polyurethane powder,apply-coating; protect-layer; decorate-surface; resist-scratch; resist-UV,decorative coatings for metal and ceramics,External knowledge on coatings was used to specify the application.,gpt-4o-mini,847,78
,https://materialdistrict.com/material/decking-solutions/,marine plywood,provide structural support; resist weather damage; offer aesthetic finish,outdoor decking for boats,External knowledge about marine applications was used.,gpt-4o-mini,836,60
,https://materialdistrict.com/material/decnord-luxpanels/,Wood,preserve-aesthetic; support-sustainability; provide-durability,modern wall paneling,"The application is derived from the mention of panels used for walls, focusing on their aesthetic and sustainable qualities.",gpt-4o-mini,708,73
,https://materialdistrict.com/material/deco-s/,composite of marble and glass,resist red wine; resist acid; provide good mechanical characteristics; provide good chemical characteristics; allow easy working,high-gloss polished surfaces for countertops,External knowledge used to specify application based on material properties.,gpt-4o-mini,704,83
,https://materialdistrict.com/material/deco-wired-glass/,glass,reinforce-glass; hold-fragments; produce-textures,decorative partitions,External knowledge about wired glass applications was used.,gpt-4o-mini,709,58
,https://materialdistrict.com/material/decolegno-hpl-specials/,laminate,create-furniture; inspire-interior design; translate-decors; apply-flooring,bespoke furniture and interior concepts,External knowledge about laminate applications in furniture and interior design was used.,gpt-4o-mini,899,73
,https://materialdistrict.com/material/decoproyec-spray-cork-decocork-cork-paint/,cork,protect-noun; finish-noun; resist-noun; combine-noun,elastic surface protection for walls and roofs,External knowledge about cork properties and applications was used.,gpt-4o-mini,824,70
,https://materialdistrict.com/material/decoral-process/,polyurethane resins,coat-metal; transfer-inks; print-patterns; provide-properties,decorative metal finishes,Used external knowledge about sublimation coating processes.,gpt-4o-mini,824,65
,https://materialdistrict.com/material/decorandum/,aluminium,provide structural support; bond with other materials; offer surface finishing; enable lightweight design,kitchen cabinetry and fixtures,External knowledge about common uses of aluminium in kitchen design was used.,gpt-4o-mini,928,71
,https://materialdistrict.com/material/decorated-metal-mesh/,metal mesh,reflect-light; solder-decorations; stretch-tension,decorative room divider,The application is derived from the decorative nature and flexibility of the material as described in the post text.,gpt-4o-mini,758,71
,https://materialdistrict.com/material/decorex/,stainless steel,adapted-noun; deforming-noun; stamping-noun; decorative-noun; corrosion-noun,body of mobile phones and kitchen appliances,The application is derived from the mention of mobile phones and kitchen appliances in the post text.,gpt-4o-mini,812,89
,https://materialdistrict.com/material/decorflou/,glass,transmit-light; diffuse-light; resist-marking; resist-abrasion,partitions for defining separate environments,External knowledge about glass applications was used.,gpt-4o-mini,741,68
,https://materialdistrict.com/material/decorgem/,glass,coat-surface; partition-segment; process-material; decorate-interior,enamelled glass sheets for interior design,The application is derived from the description of the material's use in interior decorating and product design.,gpt-4o-mini,1012,77
