u,v,weight,edge_type
manufacture-complex shapes,custom-manufacture-structure,0.6744916439056396,semantic
manufacture-complex shapes,form shapes,0.6644555926322937,semantic
manufacture-complex shapes,incorporate shapes,0.6804205775260925,semantic
manufacture-complex shapes,manufacturing-surfaces,0.7050564289093018,semantic
manufacture-complex shapes,shape-structures,0.655437171459198,semantic
offer designer freedom,wearable electronics with integrated lights,1.0,cooccurrence
offer designer freedom,provide design freedom,0.7815032005310059,semantic
offer designer freedom,provide-design-freedom,0.7008928656578064,semantic
offer designer freedom,offer-design,0.6295722723007202,semantic
offer designer freedom,offer design flexibility,0.6221957206726074,semantic
provide rigidity,signage and exhibition displays,1.0,cooccurrence
provide rigidity,custom-made glossy furniture panels,1.0,cooccurrence
provide rigidity,lightweight wall panels for boats,1.0,cooccurrence
provide rigidity,passive humidifier for indoor environments,1.0,cooccurrence
provide rigidity,rigid sheets for various design projects,1.0,cooccurrence
provide rigidity,increase rigidity,0.8181081414222717,semantic
provide rigidity,increase-flexural rigidity,0.7128106355667114,semantic
provide rigidity,maintain-rigid structure,0.7626158595085144,semantic
provide rigidity,offer rigidity,0.7382568717002869,semantic
provide rigidity,provide-rigidity,0.9057552218437195,semantic
provide rigidity,provide structural rigidity,0.8667042255401611,semantic
enable-washing,illuminated textile tape for garments,1.0,cooccurrence
enable-washing,enable-easy cleaning,0.6809454560279846,semantic
enable-washing,ensuring-washability,0.6572195291519165,semantic
enable-washing,washable-machine,0.6369419097900391,semantic
create biodegradable sheets,vegan leather alternative for fashion accessories,1.0,cooccurrence
create biodegradable sheets,creating biodegradable material,0.7847733497619629,semantic
create biodegradable sheets,create-biodegradable material,0.7834968566894531,semantic
create biodegradable sheets,biodegradable,0.6769396066665649,semantic
create biodegradable sheets,provide biodegradable alternative,0.6753960251808167,semantic
create biodegradable sheets,offer biodegradability,0.648058295249939,semantic
create biodegradable sheets,provide-biodegradability,0.6453445553779602,semantic
create biodegradable sheets,create-non-toxic sheets,0.6408730149269104,semantic
create biodegradable sheets,create-biogradable textile,0.6267130970954895,semantic
create biodegradable sheets,allow biodegradation,0.6213915944099426,semantic
produce-molds,enlarged museum exhibit replicas,1.0,cooccurrence
produce-molds,create-molds,0.790237307548523,semantic
produce-molds,mold-noun,0.6891525983810425,semantic
produce-molds,mold-precise ways,0.6480066776275635,semantic
produce-molds,mould-pot,0.6613643169403076,semantic
produce-molds,mould-products,0.750472366809845,semantic
produce-molds,prevent-formation of molds,0.7100173830986023,semantic
produce-molds,produce-bricks,0.6636319756507874,semantic
produce-molds,produce-injection moulded objects,0.6858558058738708,semantic
produce-molds,produce-pieces,0.701051652431488,semantic
produce-molds,produce-parts,0.6636934280395508,semantic
produce-molds,support mold-free environment,0.6629171967506409,semantic
produce-molds,produce-ornamental,0.634245753288269,semantic
produce-molds,reconfigure molds,0.6240866184234619,semantic
adjust-transparency,adjustable transparency window film,1.0,cooccurrence
adjust-transparency,modify-transparency,0.8691547513008118,semantic
adjust-transparency,change transparency,0.8558318018913269,semantic
adjust-transparency,enable-transparency,0.7352981567382812,semantic
adjust-transparency,maintain-transparent look,0.6978628635406494,semantic
adjust-transparency,change-opacity,0.6552402973175049,semantic
offers weather resistance,eco-friendly wall paint,1.0,cooccurrence
offers weather resistance,enhance weather resistance,0.8685457706451416,semantic
offers weather resistance,ensure good weather resistance,0.821852445602417,semantic
offers weather resistance,ensure-weather-resistance,0.7472608685493469,semantic
offers weather resistance,offer resistance to weathering,0.8517343997955322,semantic
offers weather resistance,offer temperature resistance,0.7243404984474182,semantic
offers weather resistance,offer weather resistance,0.93938809633255,semantic
offers weather resistance,offer-weather resistance,0.8433104157447815,semantic
offers weather resistance,provide weather resistance,0.9168764352798462,semantic
offers weather resistance,provide-weather-resistance,0.849126935005188,semantic
offers weather resistance,resist weather,0.7628011107444763,semantic
offers weather resistance,resist weathering,0.7385183572769165,semantic
offers weather resistance,resist weather extremes,0.7167680263519287,semantic
offers weather resistance,resist-weather,0.7310861945152283,semantic
allow smoke escape,ceiling system with 3d knitted fabric,1.0,cooccurrence
support-loading,conservatory roofing,1.0,cooccurrence
support-loading,support applications,0.6306056380271912,semantic
support-loading,support heavy loads,0.659147322177887,semantic
create-grid,interior dividing walls and table tops,1.0,cooccurrence
reduce weight,aerospace structural core,1.0,cooccurrence
reduce weight,building material for sustainable structures,1.0,cooccurrence
reduce weight,bicycle frame,1.0,cooccurrence
reduce weight,thin glass for mobile device screens,1.0,cooccurrence
reduce weight,lightweight structural panels for vehicle construction,1.0,cooccurrence
reduce weight,interior fittings for yachts,1.0,cooccurrence
reduce weight,lightweight solar energy harvesting devices,1.0,cooccurrence
reduce weight,thin core laminate for composite structures,1.0,cooccurrence
reduce weight,pre-cast decorative tiles and tables,1.0,cooccurrence
reduce weight,lightweight aerospace air-frame,1.0,cooccurrence
reduce weight,reduce-weight,0.9357814788818359,semantic
reduce weight,save weight,0.7647771835327148,semantic
enable shaping with molds,lightweight structural panels for construction,1.0,cooccurrence
enable shaping with molds,allow shaping,0.7460268139839172,semantic
enable shaping with molds,allow-molding into various shapes,0.7417817115783691,semantic
enable shaping with molds,enable precise shaping,0.704521894454956,semantic
enable shaping with molds,enable shaping options,0.692996084690094,semantic
enable shaping with molds,mold-precise ways,0.6901773810386658,semantic
enable shaping with molds,mould-into custom shapes,0.6801570057868958,semantic
enable shaping with molds,enable moulding,0.679250955581665,semantic
enable shaping with molds,create-molds,0.6620787978172302,semantic
enable shaping with molds,reconfigure molds,0.65403813123703,semantic
enable shaping with molds,allow-custom molding,0.6524866223335266,semantic
provide finish,laser-cut decorative wall panels,1.0,cooccurrence
provide finish,achieve bespoke finish,0.6950020790100098,semantic
provide finish,achieve-textured-finishes,0.6700929403305054,semantic
provide finish,create finishes,0.7567971348762512,semantic
provide finish,create-finish,0.7568554878234863,semantic
provide finish,create-nonreflective finish,0.66791170835495,semantic
provide finish,finish-noun,0.7322754263877869,semantic
provide finish,finish-oil,0.7044795751571655,semantic
provide finish,finish-sanding,0.6878371238708496,semantic
provide finish,furnish-finish,0.6790521144866943,semantic
provide finish,offer-variety of finishes,0.6623544096946716,semantic
provide finish,process-finish,0.6971065998077393,semantic
provide finish,provide durable finish,0.6743348240852356,semantic
provide finish,provide-finish,0.912163496017456,semantic
provide finish,provide-finishing,0.8693380355834961,semantic
provide finish,provide-nice finish,0.8308480381965637,semantic
provide finish,provide-luxurious finish,0.6963918805122375,semantic
provide finish,offer aesthetic finish,0.6959935426712036,semantic
provide finish,provide maintenance-free finish,0.693469762802124,semantic
provide finish,provide non-slip finish,0.625187873840332,semantic
provide finish,provide wall finishing,0.6698899269104004,semantic
provide finish,provide-matte finish,0.6342831254005432,semantic
provide finish,provide-metal-like finish,0.6910995841026306,semantic
provide finish,replicate-finish,0.6301656365394592,semantic
create ornamental design,decorative wood panels for interior design,1.0,cooccurrence
create ornamental design,create-decorative materials,0.776656985282898,semantic
create ornamental design,produce-ornamental,0.7690213918685913,semantic
create ornamental design,create decorative,0.7673036456108093,semantic
create ornamental design,create-decorative-structure,0.754641056060791,semantic
create ornamental design,create-decorative surfaces,0.7063571810722351,semantic
create ornamental design,create decorative surfaces,0.7027907967567444,semantic
create ornamental design,create-decoration,0.6848563551902771,semantic
create ornamental design,create decorative surface,0.6717653870582581,semantic
create ornamental design,craft- designs,0.651658833026886,semantic
create ornamental design,create-decorative-tiles,0.6378153562545776,semantic
simulate aesthetic impact,textured molds for product design,1.0,cooccurrence
simulate aesthetic impact,create aesthetic effects,0.8289591073989868,semantic
simulate aesthetic impact,create aesthetic appeal,0.683786928653717,semantic
simulate aesthetic impact,enhance aesthetic appeal,0.6731724143028259,semantic
simulate aesthetic impact,create effects,0.670433521270752,semantic
simulate aesthetic impact,create aesthetic,0.6540325880050659,semantic
simulate aesthetic impact,create-effects,0.6512900590896606,semantic
simulate aesthetic impact,enhance aesthetic,0.6500276923179626,semantic
simulate aesthetic impact,provide aesthetic appeal,0.6482059359550476,semantic
simulate aesthetic impact,create-visual effects,0.6366764903068542,semantic
simulate aesthetic impact,enhancing-aesthetic,0.6248475313186646,semantic
enable-handling,kitchen countertops and tabletops,1.0,cooccurrence
enable-handling,enable-continuity,0.6893202662467957,semantic
enable-handling,enable-design-possibilities,0.658900797367096,semantic
enable-handling,enable-ease of handling,0.811860203742981,semantic
enable-handling,enable-reuse,0.7058163285255432,semantic
enable-handling,enable-customisation,0.6917818784713745,semantic
enable-handling,enable-reusability,0.687695324420929,semantic
enable-handling,enable-customization,0.6778553128242493,semantic
enable-handling,enable-durability,0.6389497518539429,semantic
enable-handling,enable-recycling,0.6307529807090759,semantic
bind-noun,upholstery for interior furniture,1.0,cooccurrence
bind-noun,act as binder,0.749295711517334,semantic
bind-noun,bind-material,0.6334308981895447,semantic
bind-noun,bind-natural binders,0.7449281811714172,semantic
bind-noun,bind-adhesive,0.6236198544502258,semantic
offer uv resistance,deck boards for outdoor spaces,1.0,cooccurrence
offer uv resistance,anti-uv,0.716858983039856,semantic
offer uv resistance,ensure good uv resistance,0.8566709756851196,semantic
offer uv resistance,offer good light resistance,0.639600396156311,semantic
offer uv resistance,provide uv resistance,0.9138692021369934,semantic
offer uv resistance,provide uv-resistance,0.9047065377235413,semantic
offer uv resistance,offer-uv resistance,0.8940379619598389,semantic
offer uv resistance,offer-uv-resistance,0.8781580924987793,semantic
