node,label,category
enable natural appearance,enable natural appearance,function
create textured surface,create textured surface,function
change transparency,change transparency,function
support mold-free environment,support mold-free environment,function
shape-easily,shape-easily,function
remould-material,remould-material,function
remove-sweat,remove-sweat,function
spin-yarn,spin-yarn,function
respond to temperature,respond to temperature,function
shape-noun,shape-noun,function
offer softness,offer softness,function
create smooth surface,create smooth surface,function
customise-colour,customise-colour,function
offer-good properties,offer-good properties,function
replace plastics,replace plastics,function
allow-untreated-mounting,allow-untreated-mounting,function
adhere-surface,adhere-surface,function
increase-flexural rigidity,increase-flexural rigidity,function
apply-tool,apply-tool,function
create harmony,create harmony,function
is a natural antibacterial agent,is a natural antibacterial agent,function
create textures,create textures,function
equalise-visual,equalise-visual,function
apply protection,apply protection,function
create-products,create-products,function
assume-colours,assume-colours,function
enhance-acoustic comfort,enhance-acoustic comfort,function
colour-textiles,colour-textiles,function
provide-stable base,provide-stable base,function
transform-non-recyclable packaging,transform-non-recyclable packaging,function
transport-water,transport-water,function
depict-nature,depict-nature,function
providing-freshness,providing-freshness,function
illustrate bespoke patterns,illustrate bespoke patterns,function
emboss-material,emboss-material,function
enhance-aesthetics,enhance-aesthetics,function
improve-acoustics,improve-acoustics,function
save-noun,save-noun,function
offer-sound insulation,offer-sound insulation,function
wrap-noun,wrap-noun,function
prevent-formation of molds,prevent-formation of molds,function
enhance-translucency,enhance-translucency,function
allow custom designs,allow custom designs,function
enhance-breathability,enhance-breathability,function
enable-weldable,enable-weldable,function
provide-decor,provide-decor,function
remove dust,remove dust,function
resist fire,resist fire,function
absorb-water,absorb-water,function
durable construction,durable construction,function
maintain form stability,maintain form stability,function
create-color-combination,create-color-combination,function
embed-noun,embed-noun,function
provide high gloss,provide high gloss,function
resist-scratch,resist-scratch,function
choose-design,choose-design,function
combine-lightness,combine-lightness,function
reflective-nature,reflective-nature,function
flame-retardant-properties,flame-retardant-properties,function
moulding-panels,moulding-panels,function
integrate optical fibres,integrate optical fibres,function
apply real metal surface,apply real metal surface,function
provide-acoustic protection,provide-acoustic protection,function
add-lighting,add-lighting,function
suit for furniture,suit for furniture,function
providing-aesthetic,providing-aesthetic,function
provide-quote,provide-quote,function
handle-heat,handle-heat,function
reduce-fuel consumption,reduce-fuel consumption,function
fill kerf,fill kerf,function
yielding-cohesive web,yielding-cohesive web,function
non-combustible panel,non-combustible panel,function
upholster-furniture,upholster-furniture,function
permit design,permit design,function
mixing-colors,mixing-colors,function
trap-energy,trap-energy,function
apply varnish,apply varnish,function
color-match-facings,color-match-facings,function
providing-durability,providing-durability,function
apply-marking,apply-marking,function
create-novel materials,create-novel materials,function
improve energy absorption,improve energy absorption,function
exhibit shape memory,exhibit shape memory,function
resist-scratching,resist-scratching,function
provide non-slip finish,provide non-slip finish,function
dry rapidly,dry rapidly,function
repairable,repairable,function
providing-sitting,providing-sitting,function
provide-scratch-resistance,provide-scratch-resistance,function
cladding exterior,cladding exterior,function
exhibit-sound absorption,exhibit-sound absorption,function
reduce-additives,reduce-additives,function
enhance-decorative elements,enhance-decorative elements,function
create paper,create paper,function
create-molds,create-molds,function
melt-reshape,melt-reshape,function
create-aesthetic,create-aesthetic,function
improve acoustic quality,improve acoustic quality,function
transform-nature,transform-nature,function
bond layers,bond layers,function
replicate-structure,replicate-structure,function
provide-non-combustibility,provide-non-combustibility,function
enable-video content,enable-video content,function
absorb footsteps,absorb footsteps,function
support-body movement,support-body movement,function
embed-particles,embed-particles,function
create decorative surfaces,create decorative surfaces,function
create objects,create objects,function
preserve-noun,preserve-noun,function
adsorb contaminants,adsorb contaminants,function
backlight-signage,backlight-signage,function
create surface,create surface,function
modify-fibers,modify-fibers,function
applying-patterns,applying-patterns,function
regulate blood pressure,regulate blood pressure,function
transform-ceramic bodies,transform-ceramic bodies,function
enable-curving,enable-curving,function
minimize-water usage,minimize-water usage,function
customize-dimensions,customize-dimensions,function
mix-into concrete,mix-into concrete,function
let-daylight-pass,let-daylight-pass,function
support cable management,support cable management,function
enhance-lifetime,enhance-lifetime,function
polish-surface,polish-surface,function
enable-recycling,enable-recycling,function
laminate substrate,laminate substrate,function
detect-motion,detect-motion,function
produce high strength,produce high strength,function
enable creativity,enable creativity,function
manufacture-shell,manufacture-shell,function
transport-light,transport-light,function
